Board Number,Board Name,Board Type,School Number,School Name,School Type,School Level,School Language,Grade Range,City
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),222240,Gore Hill Public School,Public,Elementary,English,JK-8,Leamington
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),091464,Gosfield North Public School,Public,Elementary,English,JK-8,Cottam
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),245658,Harrow Public School,Public,Elementary,English,JK-8,Harrow
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),917249,Hon W C Kennedy Collegiate Institute,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),268267,Hugh Beaton Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),279315,J A McWilliam Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),034361,J.L. Dunn Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),091596,Jack Miner Public School,Public,Elementary,English,JK-8,Kingsville
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),283347,John Campbell Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),294659,King Edward Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),920100,Kingsville District High School,Public,Secondary,English,9-12,Kingsville
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),300500,Kingsville Public School,Public,Elementary,English,JK-8,Kingsville
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),308897,LaSalle Public School,Public,Elementary,English,JK-8,LaSalle
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),551941,Lakeshore Discovery School,Public,Elementary,English,JK-8,Emeryville
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),922188,Leamington District Secondary School,Public,Secondary,English,9-12,Leamington
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),452734,Legacy Oak Trail Public School Public School,Public,Elementary,English,JK-8,LaSalle
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),327026,M S Hetherington Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),331180,Malden Central Public School,Public,Elementary,English,JK-8,Amherstburg
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),338206,Margaret D Bennie Public School,Public,Elementary,English,JK-8,Leamington
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),343536,Marlborough Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),376035,Mount Carmel Blytheswood Public School,Public,Elementary,English,JK-8,Leamington
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),916422,North Star High School,Public,Secondary,English,9-12,Amherstburg
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),411787,Northwood Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),439088,Pelee Island Public School,Public,Elementary,English,JK-8,Pelee Island
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),454168,Prince Edward Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),457280,Princess Elizabeth Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),462098,Queen Elizabeth Public School,Public,Elementary,English,JK-8,Leamington
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),574155,Queen Victoria Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),939218,Riverside Secondary School,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),491217,Roseland Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),491764,Roseville Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),939765,Sandwich Secondary School,Public,Secondary,English,9-12,LaSalle
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),498513,Sandwich West Public School,Public,Elementary,English,JK-8,LaSalle
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),526703,Southwood Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),243524,Talbot Trail Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),539427,Tecumseh Vista Academy - Elementary,Public,Elementary,English,JK-8,Tecumseh
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),902299,Tecumseh Vista Academy- Secondary,Public,Secondary,English,9-12,Tecumseh
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),949612,Vincent Massey Secondary School,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),440256,W. F. Herman Academy Elementary School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),950009,W. F. Herman Academy Secondary School,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),950394,Walkerville Collegiate Institute,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),147362,West Gate Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),951927,Western Secondary School,Public,Secondary,English,9-12,Amherstburg
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),918806,Westview Freedom Academy Secondary School,Public,Secondary,English,9-12,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),607541,William G Davis Public School,Public,Elementary,English,JK-8,Windsor
B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),953822,Windsor Public Alternative Secondary School,Public,Secondary,English,9-12,Windsor
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),687286,Ascension Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),688231,Assumption Catholic Secondary School,Catholic,Secondary,English,9-12,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),689726,Bishop Paul Francis Reding Catholic Secondary School,Catholic,Secondary,English,9-12,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),693987,Canadian Martyrs Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),697125,Christ the King Catholic Secondary School,Catholic,Secondary,English,9-12,Georgetown
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),761182,Corpus Christi Catholic Secondary School,Catholic,Secondary,English,9-12,BURLINGTON
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),708160,Guardian Angels Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),714712,Holy Cross Catholic Elementary School,Catholic,Elementary,English,JK-8,Halton Hills
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),716936,Holy Family Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),718483,Holy Rosary (Burlington) Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),719005,Holy Rosary (Milton) Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),704300,Holy Trinity Catholic Secondary School,Catholic,Secondary,English,9-12,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),687394,Lumen Christi Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),709332,Milton #10 Catholic School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),738271,Notre Dame Catholic Secondary School,Catholic,Secondary,English,9-12,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),737147,Our Lady of Fatima Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),749052,Our Lady of Peace Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),734373,Our Lady of Victory Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),810355,Queen of Heaven Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),758280,Sacred Heart of Jesus Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),768936,St. Andrew Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),772647,St. Anne Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),683661,St. Anthony of Padua Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),681054,St. Benedict Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),777650,St. Bernadette Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),780871,St. Brigid Catholic Elementary School,Catholic,Elementary,English,JK-8,Georgetown
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),781436,St. Catherine of Alexandria Catholic Elementary School,Catholic,Elementary,English,JK-8,Georgetown
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),838178,St. Christopher Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),786861,St. Dominic Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),789232,St. Elizabeth Seton Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),696392,St. Francis Xavier Catholic Secondary School,Catholic,Secondary,English,9-12,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),792039,St. Francis of Assisi Catholic Elementary School,Catholic,Elementary,English,JK-8,Georgetown
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),793884,St. Gabriel Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),755052,St. Gregory the Great Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),798010,St. Ignatius of Loyola Catholic Secondary School,Catholic,Secondary,English,9-12,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),801283,St. Joan of Arc Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),804410,St. John (Burlington) Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),680039,St. John Paul II Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),809144,St. Joseph (Acton) Catholic Elementary School,Catholic,Elementary,English,JK-8,Acton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),772099,St. Kateri Tekakwitha Catholic Secondary Catholic School,Catholic,Secondary,English,9-12,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),820679,St. Luke Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),821241,St. Marguerite d'Youville Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),823058,St. Mark Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),681423,St. Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),823180,St. Matthew Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),834319,St. Michael Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),798827,St. Nicholas Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),839442,St. Patrick Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),840912,St. Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),843989,St. Peter Catholic Elementary School,Catholic,Elementary,English,JK-8,Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),848484,St. Raphael Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),794978,St. Scholastica Catholic Elementary School,Catholic,Elementary,English,JK-8,Town of Milton
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),729159,St. Teresa of Calcutta Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),854212,St. Thomas Aquinas Catholic Secondary School,Catholic,Secondary,English,9-12,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),856630,St. Timothy Catholic Elementary School,Catholic,Elementary,English,JK-8,Burlington
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),858889,St. Vincent Catholic Elementary School,Catholic,Elementary,English,JK-8,Oakville
B67113,Halton CDSB,Cath Dist Sch Brd (E/F),684465,Thomas Merton Catholic Secondary School,Catholic,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),000779,Abbey Lane Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),913715,Abbey Park High School,Public,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),890332,Acton District High School,Public,Secondary,English,9-12,Acton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),492381,Acton Elementary School,Public,Elementary,English,7-8,Acton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),006777,Aldershot Elementary School,Public,Elementary,English,7-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),890987,Aldershot High School,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),033680,Alexander's Public School,Public,Elementary,English,JK-8,BURLINGTON
B66133,Halton DSB,Pub Dist Sch Brd (E/F),344051,Alton Village Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),251664,Anne J. MacArthur Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),124887,Boyne Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),059501,Brant Hills Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),066249,Brookdale Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),066761,Brookville Public School,Public,Elementary,English,JK-8,Campbellville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),058360,Bruce T Lindley Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),586248,Bruce Trail Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),070777,Burlington Central Elementary School,Public,Elementary,English,7-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),897353,Burlington Central High School,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),411795,C H Norton Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),085898,Captain R. Wilson Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),090140,Centennial Middle School,Public,Elementary,English,6-8,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),094455,Central Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),077046,Charles R. Beaudoin Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),076970,Chris Hadfield Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),111090,Clarksdale Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),967740,Craig Kielburger Secondary School,Public,Secondary,English,9-12,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),147281,Dr Charles Best Public School,Public,Elementary,English,JK-5,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),179950,Dr. David R. Williams Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),893675,Dr. Frank J. Hayden Secondary School,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),156469,E J James Public School,Public,Elementary,English,1-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),169110,E W Foster Public School,Public,Elementary,English,JK-5,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),164267,Eastview Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),913260,Elsie MacGill Secondary School,Public,Secondary,English,9-12,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),206470,Emily Carr Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),121112,Escarpment View Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),180123,Ethel Gardiner Public School,Public,Elementary,English,JK-8,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),193046,Falgarwood Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),194263,Florence Meares Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),474578,Forest Trail Public School (Elementary),Public,Elementary,English,1-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),206474,Frontenac Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),901439,Garth Webb Secondary School,Public,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),940968,Gary Allan High School - Burlington,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),940925,Gary Allan High School - STEP,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),212369,George Kennedy Public School,Public,Elementary,English,JK-6,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),912433,Georgetown District High School,Public,Secondary,English,9-12,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),216267,Gladys Speers Public School,Public,Elementary,English,JK-6,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),220523,Glen Williams Public School,Public,Elementary,English,JK-5,Glen Williams
B66133,Halton DSB,Pub Dist Sch Brd (E/F),220426,Glenview Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),245259,Harrison Public School,Public,Elementary,English,JK-5,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),111600,Hawthorne Village Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),253340,Heritage Glen Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),158377,Irma Coulson Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),918300,Iroquois Ridge High School,Public,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),280356,J M Denyes Public School,Public,Elementary,English,JK-5,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),138990,James W. Hill Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),285161,John T Tuck Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),223746,John William Boich Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),286087,Joseph Gibbons Public School,Public,Elementary,English,JK-5,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),408543,Joshua Creek Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),291536,Kilbride Public School,Public,Elementary,English,JK-8,Kilbride
B66133,Halton DSB,Pub Dist Sch Brd (E/F),299855,Kings Road Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),304271,Lakeshore Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),312460,Limehouse Public School,Public,Elementary,English,JK-5,Limehouse
B66133,Halton DSB,Pub Dist Sch Brd (E/F),924393,M M Robinson High School,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),495263,Makwendam Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),334693,Maple Grove Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),336122,Maplehurst Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),345229,Martin Street Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),353183,McKenzie-Smith Bennett Public School,Public,Elementary,English,JK-8,Acton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),926736,Milton District High School,Public,Secondary,English,9-12,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),113514,Milton SW 12 Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),368857,Mohawk Gardens Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),376086,Montclair Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),380199,Munn's Public School,Public,Elementary,English,1-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),928160,Nelson High School,Public,Secondary,English,9-12,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),383570,New Central Public School,Public,Elementary,English,JK-6,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),932060,Oakville Trafalgar High School,Public,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),414646,Oakwood Public School,Public,Elementary,English,JK-6,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),076727,Oodenawi Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),421472,Orchard Park Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),310777,P. L. Robertson Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),154705,Palermo Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),433888,Park Public School,Public,Elementary,English,JK-6,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),070734,Paul A Fisher Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),437565,Pauline Johnson Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),442011,Pilgrim Wood Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),444022,Pine Grove Public School,Public,Elementary,English,1-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),445193,Pineland Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),445452,Pineview Public School,Public,Elementary,English,JK-5,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),451720,Post's Corners Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),133739,Rattlesnake Point Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),485438,River Oaks Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),487252,Robert Baldwin Public School,Public,Elementary,English,JK-5,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),487570,Robert Little Public School,Public,Elementary,English,JK-6,Acton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),489395,Rolling Meadows Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),556807,Sam Sherratt Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),510289,Sheridan Public School,Public,Elementary,English,JK-5,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),510130,Silver Creek Public School,Public,Elementary,English,JK-8,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),515353,Sir Ernest Macmillan Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),536881,Stewarttown Middle School,Public,Elementary,English,6-8,Georgetown
B66133,Halton DSB,Pub Dist Sch Brd (E/F),543217,Sunningdale Public School,Public,Elementary,English,1-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),550361,Tecumseh Public School,Public,Elementary,English,JK-8,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),947539,Thomas A Blakelock High School,Public,Secondary,English,9-12,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),393777,Tiger Jeet Singh Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),557269,Tom Thomson Public School,Public,Elementary,English,JK-6,Burlington
B66133,Halton DSB,Pub Dist Sch Brd (E/F),369253,Viola Desmond Public School,Public,Elementary,English,JK-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),579742,W H Morden Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),579874,W I Dick Middle School,Public,Elementary,English,5-8,Milton
B66133,Halton DSB,Pub Dist Sch Brd (E/F),597260,West Oak Public School,Public,Elementary,English,JK-8,Oakville
B66133,Halton DSB,Pub Dist Sch Brd (E/F),953121,White Oaks High School,Public,Secondary,English,9-12,Oakville
B67121,Hamilton-Wentworth CDSB,Cath Dist Sch Brd (E/F),743868,Annunciation of Our Lord Catholic Elementary School,Catholic,Elementary,English,JK-8,Hamilton
