Board Number,Board Name,Board Type,School Number,School Name,School Type,School Level,School Language,Grade Range,City
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),741620,St. Joseph Catholic Elementary School,Catholic,Elementary,English,JK-8,Cobourg
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),809535,St. Joseph Catholic Elementary School,Catholic,Elementary,English,JK-8,Bowmanville
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),705870,St. Luke Catholic Elementary School,Catholic,Elementary,English,JK-8,Lindsay
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),706000,St. Martin Catholic Elementary School,Catholic,Elementary,English,JK-8,Ennismore
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),825654,St. Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Grafton
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),828858,St. Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Campbellford
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),830020,St. Mary Catholic Elementary School,Catholic,Elementary,English,JK-8,Lindsay
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),830410,St. Mary Catholic Secondary School,Catholic,Secondary,English,9-12,Cobourg
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),829242,St. Michael Catholic Elementary School,Catholic,Elementary,English,JK-8,Cobourg
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),733253,St. Mother Teresa Catholic Elementary School,Catholic,Elementary,English,JK-8,Courtice
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),840165,St. Patrick Catholic Elementary School,Catholic,Elementary,English,JK-8,Peterborough
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),841498,St. Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Norwood
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),842893,St. Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Lakefield
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),843024,St. Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Peterborough
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),845361,St. Peter Catholic Secondary School,Catholic,Secondary,English,9-12,Peterborough
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),851116,St. Stephen Catholic Secondary School,Catholic,Secondary,English,9-12,Bowmanville
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),851477,St. Teresa Catholic Elementary School,Catholic,Elementary,English,JK-8,Peterborough
B67067,Peterborough Victoria Northum Clarington CDSB,Cath Dist Sch Brd (E/F),855006,St. Thomas Aquinas Catholic Secondary School,Catholic,Secondary,English,9-12,Lindsay
B76686,Provincial and Demonstration Schools,Provincial/Hospital,554596,E C Drury/Trillium Demonstration School,Provincial,Elementary,English,4-8,Milton
B76686,Provincial and Demonstration Schools,Provincial/Hospital,909203,E C Drury/Trillium Demonstration School,Provincial,Secondary,English,9-12,Milton
B76686,Provincial and Demonstration Schools,Provincial/Hospital,417580,Ernest C Drury School for the Deaf,Provincial,Elementary,English,JK-8,Milton
B76686,Provincial and Demonstration Schools,Provincial/Hospital,909190,Ernest C Drury School for the Deaf,Provincial,Secondary,English,9-12,Milton
B76686,Provincial and Demonstration Schools,Provincial/Hospital,480452,Robarts Provincial School for the Deaf,Provincial,Elementary,English,JK-8,London
B76686,Provincial and Demonstration Schools,Provincial/Hospital,947202,Robarts Provincial School for the Deaf,Provincial,Secondary,English,9-12,London
B76686,Provincial and Demonstration Schools,Provincial/Hospital,487210,Robarts/Amethyst Demonstration Elementary School,Provincial,Elementary,English,4-8,London
B76686,Provincial and Demonstration Schools,Provincial/Hospital,947229,Robarts/Amethyst Demonstration Secondary School,Provincial,Secondary,English,9-12,London
B76686,Provincial and Demonstration Schools,Provincial/Hospital,417572,Sir James Whitney School for the Deaf,Provincial,Elementary,English,JK-8,Belleville
B76686,Provincial and Demonstration Schools,Provincial/Hospital,941840,Sir James Whitney School for the Deaf,Provincial,Secondary,English,9-12,Belleville
B76686,Provincial and Demonstration Schools,Provincial/Hospital,554600,Sir James Whitney/Sagonaska Elementary School,Provincial,Elementary,English,4-8,Belleville
B76686,Provincial and Demonstration Schools,Provincial/Hospital,941859,Sir James Whitney/Sagonaska Secondary School,Provincial,Secondary,English,9-12,Belleville
B76686,Provincial and Demonstration Schools,Provincial/Hospital,135470,W Ross Macdonald Deaf Blind Elementary School,Provincial,Elementary,English,JK-8,Brantford
B76686,Provincial and Demonstration Schools,Provincial/Hospital,932310,W Ross Macdonald Deaf Blind Secondary School,Provincial,Secondary,English,9-12,Brantford
B76686,Provincial and Demonstration Schools,Provincial/Hospital,417564,W Ross Macdonald Provincial School for Elementary,Provincial,Elementary,English,JK-8,Brantford
B76686,Provincial and Demonstration Schools,Provincial/Hospital,932302,W Ross Macdonald Provincial Secondary School,Provincial,Secondary,English,9-12,Brantford
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),185930,A B Ellis Public School,Public,Elementary,English,JK-8,Espanola
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),002283,Adamsdale Public School,Public,Elementary,English,JK-6,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),911609,Adult Day School,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),009563,Alexander Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),011550,Algonquin Road Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),011525,Alternative Program Elementary School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),026590,Assiginack Public School,Public,Elementary,English,JK-8,Manitowaning
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),941542,Barrydowne College Senior,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),073393,C R Judd Public School,Public,Elementary,English,JK-8,Capreol
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),084310,Carl A Nesbitt Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),085618,Central Manitoulin Public School,Public,Elementary,English,JK-8,Mindemoya
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),101478,Charles C McLean Public School,Public,Elementary,English,JK-8,Gore Bay
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),901121,Chelmsford Valley District Composite School,Public,Secondary,English,9-12,Chelmsford
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),105627,Chelmsford Valley District Elementary School,Public,Elementary,English,JK-8,Chelmsford
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),107719,Churchill Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),494578,Confederation Elementary School,Public,Elementary,English,7-8,Val Caron
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),895237,Confederation Secondary School,Public,Secondary,English,9-12,Val Caron
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),122920,Copper Cliff Public School,Public,Elementary,English,JK-8,Copper Cliff
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),131008,Cyril Varney Public School,Public,Elementary,English,JK-6,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),004502,Ernie Checkeris Public School,Public,Elementary,English,JK-6,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),909319,Espanola High School,Public,Secondary,English,9-12,Espanola
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),672785,Jean Hanson Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),308439,Lansdowne Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),145807,Larchwood Public School,Public,Elementary,English,JK-8,Dowling
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),359529,Lasalle Elementary,Public,Elementary,English,7-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),920622,Lasalle Secondary School,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),311944,Levack Public School,Public,Elementary,English,JK-8,Levack
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),314676,Little Current Public School,Public,Elementary,English,JK-8,Little Current
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),116646,Lively District Elementary School,Public,Elementary,English,7-8,Lively
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),923354,Lively District Secondary School,Public,Secondary,English,9-12,Lively
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),053221,Lo-Ellen Park Elementary School,Public,Elementary,English,7-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),923486,Lo-Ellen Park Secondary School,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),923613,Lockerby Composite School,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),328197,MacLeod Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),924679,Manitoulin Secondary School,Public,Secondary,English,9-12,M'Chigeeng
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),237582,Markstay Public School,Public,Elementary,English,JK-8,Markstay
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),125261,Monetville Public School,Public,Elementary,English,JK-8,Monetville
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),902935,N'Swakamok Native Alternative School,Public,Secondary,English,9-12,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),410918,Northeastern Elementary School,Public,Elementary,English,JK-8,Garson
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),456632,Princess Anne Public School,Public,Elementary,English,JK-8,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),464309,Queen Elizabeth II Public School,Public,Elementary,English,JK-6,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),468070,R L Beattie Public School,Public,Elementary,English,JK-6,Sudbury
B28029,Rainbow DSB,Pub Dist Sch Brd (E/F),136964,R. H. Murray Public School,Public,Elementary,English,JK-8,Whitefish
