REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2013,22,Technical occupations related to natural and applied sciences,3590,Northeast,7.9
2013,03,Health occupations,3590,Northeast,21.6
2013,30,Professional occupations in nursing,3590,Northeast,7.0
2013,31,Professional occupations in health (except nursing),3590,Northeast,3.3
2013,32,Technical occupations in health,3590,Northeast,5.7
2013,34,Assisting occupations in support of health services,3590,Northeast,5.6
2013,04,"Occupations in education, law and social, community and government services",3590,Northeast,28.9
2013,40,Professional occupations in education services,3590,Northeast,10.2
2013,41,"Professional occupations in law and social, community and government services",3590,Northeast,5.4
2013,42,"Paraprofessional occupations in legal, social, community and education services",3590,Northeast,6.7
2013,43,Occupations in front-line public protection services,3590,Northeast,2.1
2013,44,"Care providers and educational, legal and public protection support occupations",3590,Northeast,4.4
2013,05,"Occupations in art, culture, recreation and sport",3590,Northeast,4.9
2013,51,Professional occupations in art and culture,3590,Northeast,1.6
2013,52,"Technical occupations in art, culture, recreation and sport",3590,Northeast,3.3
2013,06,Sales and service occupations,3590,Northeast,67.2
2013,62,Retail sales supervisors and specialized sales occupations,3590,Northeast,6.8
2013,63,Service supervisors and specialized service occupations,3590,Northeast,9.8
2013,64,Sales representatives and salespersons - wholesale and retail trade,3590,Northeast,11.9
2013,65,Service representatives and other customer and personal services occupations,3590,Northeast,10.1
2013,66,Sales support occupations,3590,Northeast,12.0
2013,67,"Service support and other service occupations, n.e.c.",3590,Northeast,16.6
2013,07,"Trades, transport and equipment operators and related occupations",3590,Northeast,46.6
2013,72,"Industrial, electrical and construction trades",3590,Northeast,14.2
2013,73,Maintenance and equipment operation trades,3590,Northeast,13.9
2013,74,"Other installers, repairers and servicers and material handlers",3590,Northeast,2.4
2013,75,Transport and heavy equipment operation and related maintenance occupations,3590,Northeast,13.4
2013,76,"Trades helpers, construction labourers and related occupations",3590,Northeast,2.7
2013,08,"Natural resources, agriculture and related production occupations",3590,Northeast,9.2
2013,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3590,Northeast,6.2
2013,84,"Workers in natural resources, agriculture and related production",3590,Northeast,1.8
2013,86,"Harvesting, landscaping and natural resources labourers",3590,Northeast,
2013,09,Occupations in manufacturing and utilities,3590,Northeast,7.4
2013,92,"Processing, manufacturing and utilities supervisors and central control operators",3590,Northeast,3.1
2013,94,Processing and manufacturing machine operators and related production workers,3590,Northeast,2.4
2013,95,Assemblers in manufacturing,3590,Northeast,
2013,96,"Labourers in processing, manufacturing and utilities",3590,Northeast,
2013,,"Total employed, all occupations",3595,Northwest,102.4
2013,00,Management occupations,3595,Northwest,7.9
2013,00,Senior management occupations,3595,Northwest,
2013,06,Middle management occupations in retail and wholesale trade and customer services,3595,Northwest,3.2
2013,01,"Business, finance and administration occupations",3595,Northwest,15.9
2013,11,Professional occupations in business and finance,3595,Northwest,2.3
2013,12,Administrative and financial supervisors and administrative occupations,3595,Northwest,5.6
2013,13,"Finance, insurance and related business administrative occupations",3595,Northwest,
2013,14,Office support occupations,3595,Northwest,5.5
2013,15,"Distribution, tracking and scheduling co-ordination occupations",3595,Northwest,1.6
2013,02,Natural and applied sciences and related occupations,3595,Northwest,6.1
2013,21,Professional occupations in natural and applied sciences,3595,Northwest,2.2
2013,22,Technical occupations related to natural and applied sciences,3595,Northwest,3.9
2013,03,Health occupations,3595,Northwest,9.9
2013,30,Professional occupations in nursing,3595,Northwest,2.9
2013,31,Professional occupations in health (except nursing),3595,Northwest,
2013,32,Technical occupations in health,3595,Northwest,3.3
2013,34,Assisting occupations in support of health services,3595,Northwest,2.6
2013,04,"Occupations in education, law and social, community and government services",3595,Northwest,14.2
2013,40,Professional occupations in education services,3595,Northwest,4.8
2013,41,"Professional occupations in law and social, community and government services",3595,Northwest,3.0
2013,42,"Paraprofessional occupations in legal, social, community and education services",3595,Northwest,2.9
2013,43,Occupations in front-line public protection services,3595,Northwest,
2013,44,"Care providers and educational, legal and public protection support occupations",3595,Northwest,2.2
2013,05,"Occupations in art, culture, recreation and sport",3595,Northwest,1.9
2013,51,Professional occupations in art and culture,3595,Northwest,
2013,52,"Technical occupations in art, culture, recreation and sport",3595,Northwest,
2013,06,Sales and service occupations,3595,Northwest,25.3
2013,62,Retail sales supervisors and specialized sales occupations,3595,Northwest,2.3
2013,63,Service supervisors and specialized service occupations,3595,Northwest,4.0
2013,64,Sales representatives and salespersons - wholesale and retail trade,3595,Northwest,4.4
2013,65,Service representatives and other customer and personal services occupations,3595,Northwest,4.8
2013,66,Sales support occupations,3595,Northwest,4.1
2013,67,"Service support and other service occupations, n.e.c.",3595,Northwest,5.8
2013,07,"Trades, transport and equipment operators and related occupations",3595,Northwest,16.3
2013,72,"Industrial, electrical and construction trades",3595,Northwest,5.3
2013,73,Maintenance and equipment operation trades,3595,Northwest,4.1
2013,74,"Other installers, repairers and servicers and material handlers",3595,Northwest,
2013,75,Transport and heavy equipment operation and related maintenance occupations,3595,Northwest,4.6
2013,76,"Trades helpers, construction labourers and related occupations",3595,Northwest,
2013,08,"Natural resources, agriculture and related production occupations",3595,Northwest,1.9
2013,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3595,Northwest,
2013,84,"Workers in natural resources, agriculture and related production",3595,Northwest,
2013,86,"Harvesting, landscaping and natural resources labourers",3595,Northwest,
2013,09,Occupations in manufacturing and utilities,3595,Northwest,3.1
2013,92,"Processing, manufacturing and utilities supervisors and central control operators",3595,Northwest,
2013,94,Processing and manufacturing machine operators and related production workers,3595,Northwest,
2013,95,Assemblers in manufacturing,3595,Northwest,
2013,96,"Labourers in processing, manufacturing and utilities",3595,Northwest,
2014,,"Total employed, all occupations",3510,Ottawa,692.1
2014,00,Management occupations,3510,Ottawa,61.0
2014,00,Senior management occupations,3510,Ottawa,1.5
2014,06,Middle management occupations in retail and wholesale trade and customer services,3510,Ottawa,19.5
2014,01,"Business, finance and administration occupations",3510,Ottawa,119.1
2014,11,Professional occupations in business and finance,3510,Ottawa,36.2
2014,12,Administrative and financial supervisors and administrative occupations,3510,Ottawa,36.9
2014,13,"Finance, insurance and related business administrative occupations",3510,Ottawa,7.0
2014,14,Office support occupations,3510,Ottawa,31.4
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3510,Ottawa,7.5
2014,02,Natural and applied sciences and related occupations,3510,Ottawa,96.5
2014,21,Professional occupations in natural and applied sciences,3510,Ottawa,69.3
2014,22,Technical occupations related to natural and applied sciences,3510,Ottawa,27.1
2014,03,Health occupations,3510,Ottawa,53.1
2014,30,Professional occupations in nursing,3510,Ottawa,14.2
2014,31,Professional occupations in health (except nursing),3510,Ottawa,15.1
2014,32,Technical occupations in health,3510,Ottawa,14.6
2014,34,Assisting occupations in support of health services,3510,Ottawa,9.2
2014,04,"Occupations in education, law and social, community and government services",3510,Ottawa,95.5
2014,40,Professional occupations in education services,3510,Ottawa,29.9
2014,41,"Professional occupations in law and social, community and government services",3510,Ottawa,35.4
2014,42,"Paraprofessional occupations in legal, social, community and education services",3510,Ottawa,18.6
2014,43,Occupations in front-line public protection services,3510,Ottawa,3.6
2014,44,"Care providers and educational, legal and public protection support occupations",3510,Ottawa,8.0
2014,05,"Occupations in art, culture, recreation and sport",3510,Ottawa,25.8
2014,51,Professional occupations in art and culture,3510,Ottawa,9.9
2014,52,"Technical occupations in art, culture, recreation and sport",3510,Ottawa,15.9
2014,06,Sales and service occupations,3510,Ottawa,153.6
2014,62,Retail sales supervisors and specialized sales occupations,3510,Ottawa,17.9
2014,63,Service supervisors and specialized service occupations,3510,Ottawa,22.4
2014,64,Sales representatives and salespersons - wholesale and retail trade,3510,Ottawa,22.9
2014,65,Service representatives and other customer and personal services occupations,3510,Ottawa,32.2
2014,66,Sales support occupations,3510,Ottawa,25.7
2014,67,"Service support and other service occupations, n.e.c.",3510,Ottawa,32.5
2014,07,"Trades, transport and equipment operators and related occupations",3510,Ottawa,64.1
2014,72,"Industrial, electrical and construction trades",3510,Ottawa,19.5
2014,73,Maintenance and equipment operation trades,3510,Ottawa,14.6
2014,74,"Other installers, repairers and servicers and material handlers",3510,Ottawa,7.9
2014,75,Transport and heavy equipment operation and related maintenance occupations,3510,Ottawa,17.7
2014,76,"Trades helpers, construction labourers and related occupations",3510,Ottawa,4.4
2014,08,"Natural resources, agriculture and related production occupations",3510,Ottawa,8.0
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3510,Ottawa,2.3
2014,84,"Workers in natural resources, agriculture and related production",3510,Ottawa,2.7
2014,86,"Harvesting, landscaping and natural resources labourers",3510,Ottawa,3.0
2014,09,Occupations in manufacturing and utilities,3510,Ottawa,15.5
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3510,Ottawa,3.9
2014,94,Processing and manufacturing machine operators and related production workers,3510,Ottawa,4.5
2014,95,Assemblers in manufacturing,3510,Ottawa,3.6
2014,96,"Labourers in processing, manufacturing and utilities",3510,Ottawa,3.4
2014,,"Total employed, all occupations",3515,Kingston-Pembroke,207.3
2014,00,Management occupations,3515,Kingston-Pembroke,15.5
2014,00,Senior management occupations,3515,Kingston-Pembroke,
2014,06,Middle management occupations in retail and wholesale trade and customer services,3515,Kingston-Pembroke,6.4
2014,01,"Business, finance and administration occupations",3515,Kingston-Pembroke,25.6
2014,11,Professional occupations in business and finance,3515,Kingston-Pembroke,4.7
2014,12,Administrative and financial supervisors and administrative occupations,3515,Kingston-Pembroke,8.5
2014,13,"Finance, insurance and related business administrative occupations",3515,Kingston-Pembroke,
2014,14,Office support occupations,3515,Kingston-Pembroke,7.8
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3515,Kingston-Pembroke,3.5
2014,02,Natural and applied sciences and related occupations,3515,Kingston-Pembroke,12.3
2014,21,Professional occupations in natural and applied sciences,3515,Kingston-Pembroke,5.8
2014,22,Technical occupations related to natural and applied sciences,3515,Kingston-Pembroke,6.5
2014,03,Health occupations,3515,Kingston-Pembroke,16.7
2014,30,Professional occupations in nursing,3515,Kingston-Pembroke,3.8
2014,31,Professional occupations in health (except nursing),3515,Kingston-Pembroke,3.1
2014,32,Technical occupations in health,3515,Kingston-Pembroke,4.0
2014,34,Assisting occupations in support of health services,3515,Kingston-Pembroke,5.7
2014,04,"Occupations in education, law and social, community and government services",3515,Kingston-Pembroke,25.0
2014,40,Professional occupations in education services,3515,Kingston-Pembroke,9.2
2014,41,"Professional occupations in law and social, community and government services",3515,Kingston-Pembroke,4.9
2014,42,"Paraprofessional occupations in legal, social, community and education services",3515,Kingston-Pembroke,4.4
2014,43,Occupations in front-line public protection services,3515,Kingston-Pembroke,1.9
2014,44,"Care providers and educational, legal and public protection support occupations",3515,Kingston-Pembroke,4.6
2014,05,"Occupations in art, culture, recreation and sport",3515,Kingston-Pembroke,4.9
2014,51,Professional occupations in art and culture,3515,Kingston-Pembroke,1.8
2014,52,"Technical occupations in art, culture, recreation and sport",3515,Kingston-Pembroke,3.1
2014,06,Sales and service occupations,3515,Kingston-Pembroke,56.0
2014,62,Retail sales supervisors and specialized sales occupations,3515,Kingston-Pembroke,7.0
2014,63,Service supervisors and specialized service occupations,3515,Kingston-Pembroke,8.9
2014,64,Sales representatives and salespersons - wholesale and retail trade,3515,Kingston-Pembroke,7.9
2014,65,Service representatives and other customer and personal services occupations,3515,Kingston-Pembroke,11.0
2014,66,Sales support occupations,3515,Kingston-Pembroke,8.1
2014,67,"Service support and other service occupations, n.e.c.",3515,Kingston-Pembroke,13.2
2014,07,"Trades, transport and equipment operators and related occupations",3515,Kingston-Pembroke,36.4
2014,72,"Industrial, electrical and construction trades",3515,Kingston-Pembroke,12.7
2014,73,Maintenance and equipment operation trades,3515,Kingston-Pembroke,6.8
2014,74,"Other installers, repairers and servicers and material handlers",3515,Kingston-Pembroke,3.3
2014,75,Transport and heavy equipment operation and related maintenance occupations,3515,Kingston-Pembroke,11.0
2014,76,"Trades helpers, construction labourers and related occupations",3515,Kingston-Pembroke,2.6
2014,08,"Natural resources, agriculture and related production occupations",3515,Kingston-Pembroke,4.1
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3515,Kingston-Pembroke,
2014,84,"Workers in natural resources, agriculture and related production",3515,Kingston-Pembroke,1.7
2014,86,"Harvesting, landscaping and natural resources labourers",3515,Kingston-Pembroke,1.5
2014,09,Occupations in manufacturing and utilities,3515,Kingston-Pembroke,10.8
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3515,Kingston-Pembroke,1.8
2014,94,Processing and manufacturing machine operators and related production workers,3515,Kingston-Pembroke,5.8
2014,95,Assemblers in manufacturing,3515,Kingston-Pembroke,1.8
2014,96,"Labourers in processing, manufacturing and utilities",3515,Kingston-Pembroke,
2014,,"Total employed, all occupations",3520,Muskoka-Kawarthas,184.0
2014,00,Management occupations,3520,Muskoka-Kawarthas,18.1
2014,00,Senior management occupations,3520,Muskoka-Kawarthas,
2014,06,Middle management occupations in retail and wholesale trade and customer services,3520,Muskoka-Kawarthas,9.4
2014,01,"Business, finance and administration occupations",3520,Muskoka-Kawarthas,20.0
2014,11,Professional occupations in business and finance,3520,Muskoka-Kawarthas,3.5
2014,12,Administrative and financial supervisors and administrative occupations,3520,Muskoka-Kawarthas,6.3
2014,13,"Finance, insurance and related business administrative occupations",3520,Muskoka-Kawarthas,1.9
2014,14,Office support occupations,3520,Muskoka-Kawarthas,6.1
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3520,Muskoka-Kawarthas,2.3
2014,02,Natural and applied sciences and related occupations,3520,Muskoka-Kawarthas,8.3
2014,21,Professional occupations in natural and applied sciences,3520,Muskoka-Kawarthas,2.6
2014,22,Technical occupations related to natural and applied sciences,3520,Muskoka-Kawarthas,5.7
2014,03,Health occupations,3520,Muskoka-Kawarthas,16.0
2014,30,Professional occupations in nursing,3520,Muskoka-Kawarthas,5.3
2014,31,Professional occupations in health (except nursing),3520,Muskoka-Kawarthas,1.6
2014,32,Technical occupations in health,3520,Muskoka-Kawarthas,5.6
2014,34,Assisting occupations in support of health services,3520,Muskoka-Kawarthas,3.4
2014,04,"Occupations in education, law and social, community and government services",3520,Muskoka-Kawarthas,18.6
2014,40,Professional occupations in education services,3520,Muskoka-Kawarthas,4.8
2014,41,"Professional occupations in law and social, community and government services",3520,Muskoka-Kawarthas,4.2
2014,42,"Paraprofessional occupations in legal, social, community and education services",3520,Muskoka-Kawarthas,4.3
2014,43,Occupations in front-line public protection services,3520,Muskoka-Kawarthas,
2014,44,"Care providers and educational, legal and public protection support occupations",3520,Muskoka-Kawarthas,4.7
2014,05,"Occupations in art, culture, recreation and sport",3520,Muskoka-Kawarthas,3.7
2014,51,Professional occupations in art and culture,3520,Muskoka-Kawarthas,1.9
2014,52,"Technical occupations in art, culture, recreation and sport",3520,Muskoka-Kawarthas,1.8
2014,06,Sales and service occupations,3520,Muskoka-Kawarthas,53.1
2014,62,Retail sales supervisors and specialized sales occupations,3520,Muskoka-Kawarthas,4.7
2014,63,Service supervisors and specialized service occupations,3520,Muskoka-Kawarthas,11.3
2014,64,Sales representatives and salespersons - wholesale and retail trade,3520,Muskoka-Kawarthas,11.0
2014,65,Service representatives and other customer and personal services occupations,3520,Muskoka-Kawarthas,6.2
2014,66,Sales support occupations,3520,Muskoka-Kawarthas,8.6
2014,67,"Service support and other service occupations, n.e.c.",3520,Muskoka-Kawarthas,11.4
2014,07,"Trades, transport and equipment operators and related occupations",3520,Muskoka-Kawarthas,30.7
2014,72,"Industrial, electrical and construction trades",3520,Muskoka-Kawarthas,13.9
2014,73,Maintenance and equipment operation trades,3520,Muskoka-Kawarthas,7.1
2014,74,"Other installers, repairers and servicers and material handlers",3520,Muskoka-Kawarthas,1.5
2014,75,Transport and heavy equipment operation and related maintenance occupations,3520,Muskoka-Kawarthas,4.2
2014,76,"Trades helpers, construction labourers and related occupations",3520,Muskoka-Kawarthas,4.0
2014,08,"Natural resources, agriculture and related production occupations",3520,Muskoka-Kawarthas,4.5
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3520,Muskoka-Kawarthas,
2014,84,"Workers in natural resources, agriculture and related production",3520,Muskoka-Kawarthas,
2014,86,"Harvesting, landscaping and natural resources labourers",3520,Muskoka-Kawarthas,2.7
2014,09,Occupations in manufacturing and utilities,3520,Muskoka-Kawarthas,10.9
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3520,Muskoka-Kawarthas,2.2
2014,94,Processing and manufacturing machine operators and related production workers,3520,Muskoka-Kawarthas,3.8
2014,95,Assemblers in manufacturing,3520,Muskoka-Kawarthas,3.3
2014,96,"Labourers in processing, manufacturing and utilities",3520,Muskoka-Kawarthas,1.7
2014,,"Total employed, all occupations",3530,Toronto,3202.7
2014,00,Management occupations,3530,Toronto,309.5
2014,00,Senior management occupations,3530,Toronto,15.3
2014,06,Middle management occupations in retail and wholesale trade and customer services,3530,Toronto,100.4
2014,01,"Business, finance and administration occupations",3530,Toronto,609.1
2014,11,Professional occupations in business and finance,3530,Toronto,182.5
2014,12,Administrative and financial supervisors and administrative occupations,3530,Toronto,166.2
2014,13,"Finance, insurance and related business administrative occupations",3530,Toronto,33.3
2014,14,Office support occupations,3530,Toronto,158.2
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3530,Toronto,69.0
2014,02,Natural and applied sciences and related occupations,3530,Toronto,292.9
2014,21,Professional occupations in natural and applied sciences,3530,Toronto,190.2
2014,22,Technical occupations related to natural and applied sciences,3530,Toronto,102.7
2014,03,Health occupations,3530,Toronto,181.3
2014,30,Professional occupations in nursing,3530,Toronto,43.1
2014,31,Professional occupations in health (except nursing),3530,Toronto,45.2
2014,32,Technical occupations in health,3530,Toronto,48.1
2014,34,Assisting occupations in support of health services,3530,Toronto,45.0
2014,04,"Occupations in education, law and social, community and government services",3530,Toronto,343.7
2014,40,Professional occupations in education services,3530,Toronto,130.6
2014,41,"Professional occupations in law and social, community and government services",3530,Toronto,90.7
2014,42,"Paraprofessional occupations in legal, social, community and education services",3530,Toronto,64.9
2014,43,Occupations in front-line public protection services,3530,Toronto,12.1
2014,44,"Care providers and educational, legal and public protection support occupations",3530,Toronto,45.5
2014,05,"Occupations in art, culture, recreation and sport",3530,Toronto,123.4
2014,51,Professional occupations in art and culture,3530,Toronto,50.9
2014,52,"Technical occupations in art, culture, recreation and sport",3530,Toronto,72.5
2014,06,Sales and service occupations,3530,Toronto,802.4
2014,62,Retail sales supervisors and specialized sales occupations,3530,Toronto,110.5
2014,63,Service supervisors and specialized service occupations,3530,Toronto,101.4
2014,64,Sales representatives and salespersons - wholesale and retail trade,3530,Toronto,157.2
2014,65,Service representatives and other customer and personal services occupations,3530,Toronto,165.7
2014,66,Sales support occupations,3530,Toronto,108.1
2014,67,"Service support and other service occupations, n.e.c.",3530,Toronto,159.5
2014,07,"Trades, transport and equipment operators and related occupations",3530,Toronto,348.7
2014,72,"Industrial, electrical and construction trades",3530,Toronto,121.3
2014,73,Maintenance and equipment operation trades,3530,Toronto,69.8
2014,74,"Other installers, repairers and servicers and material handlers",3530,Toronto,48.9
2014,75,Transport and heavy equipment operation and related maintenance occupations,3530,Toronto,87.2
2014,76,"Trades helpers, construction labourers and related occupations",3530,Toronto,21.5
2014,08,"Natural resources, agriculture and related production occupations",3530,Toronto,27.3
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3530,Toronto,9.5
2014,84,"Workers in natural resources, agriculture and related production",3530,Toronto,6.1
2014,86,"Harvesting, landscaping and natural resources labourers",3530,Toronto,11.7
2014,09,Occupations in manufacturing and utilities,3530,Toronto,164.3
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3530,Toronto,31.9
2014,94,Processing and manufacturing machine operators and related production workers,3530,Toronto,58.5
2014,95,Assemblers in manufacturing,3530,Toronto,40.0
2014,96,"Labourers in processing, manufacturing and utilities",3530,Toronto,34.0
2014,,"Total employed, all occupations",3540,Kitchener-Waterloo-Barrie,697.4
2014,00,Management occupations,3540,Kitchener-Waterloo-Barrie,60.4
2014,00,Senior management occupations,3540,Kitchener-Waterloo-Barrie,2.4
2014,06,Middle management occupations in retail and wholesale trade and customer services,3540,Kitchener-Waterloo-Barrie,20.1
2014,01,"Business, finance and administration occupations",3540,Kitchener-Waterloo-Barrie,107.1
2014,11,Professional occupations in business and finance,3540,Kitchener-Waterloo-Barrie,24.4
2014,12,Administrative and financial supervisors and administrative occupations,3540,Kitchener-Waterloo-Barrie,27.4
2014,13,"Finance, insurance and related business administrative occupations",3540,Kitchener-Waterloo-Barrie,9.1
2014,14,Office support occupations,3540,Kitchener-Waterloo-Barrie,29.2
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3540,Kitchener-Waterloo-Barrie,17.0
2014,02,Natural and applied sciences and related occupations,3540,Kitchener-Waterloo-Barrie,48.2
2014,21,Professional occupations in natural and applied sciences,3540,Kitchener-Waterloo-Barrie,26.9
2014,22,Technical occupations related to natural and applied sciences,3540,Kitchener-Waterloo-Barrie,21.3
2014,03,Health occupations,3540,Kitchener-Waterloo-Barrie,40.2
2014,30,Professional occupations in nursing,3540,Kitchener-Waterloo-Barrie,11.5
2014,31,Professional occupations in health (except nursing),3540,Kitchener-Waterloo-Barrie,8.6
2014,32,Technical occupations in health,3540,Kitchener-Waterloo-Barrie,9.7
2014,34,Assisting occupations in support of health services,3540,Kitchener-Waterloo-Barrie,10.4
2014,04,"Occupations in education, law and social, community and government services",3540,Kitchener-Waterloo-Barrie,75.2
2014,40,Professional occupations in education services,3540,Kitchener-Waterloo-Barrie,28.7
2014,41,"Professional occupations in law and social, community and government services",3540,Kitchener-Waterloo-Barrie,14.3
2014,42,"Paraprofessional occupations in legal, social, community and education services",3540,Kitchener-Waterloo-Barrie,15.7
2014,43,Occupations in front-line public protection services,3540,Kitchener-Waterloo-Barrie,7.4
2014,44,"Care providers and educational, legal and public protection support occupations",3540,Kitchener-Waterloo-Barrie,9.1
2014,05,"Occupations in art, culture, recreation and sport",3540,Kitchener-Waterloo-Barrie,16.9
2014,51,Professional occupations in art and culture,3540,Kitchener-Waterloo-Barrie,6.7
2014,52,"Technical occupations in art, culture, recreation and sport",3540,Kitchener-Waterloo-Barrie,10.2
2014,06,Sales and service occupations,3540,Kitchener-Waterloo-Barrie,170.6
2014,62,Retail sales supervisors and specialized sales occupations,3540,Kitchener-Waterloo-Barrie,23.1
2014,63,Service supervisors and specialized service occupations,3540,Kitchener-Waterloo-Barrie,24.4
2014,64,Sales representatives and salespersons - wholesale and retail trade,3540,Kitchener-Waterloo-Barrie,30.3
2014,65,Service representatives and other customer and personal services occupations,3540,Kitchener-Waterloo-Barrie,31.3
2014,66,Sales support occupations,3540,Kitchener-Waterloo-Barrie,20.5
2014,67,"Service support and other service occupations, n.e.c.",3540,Kitchener-Waterloo-Barrie,40.9
2014,07,"Trades, transport and equipment operators and related occupations",3540,Kitchener-Waterloo-Barrie,110.2
2014,72,"Industrial, electrical and construction trades",3540,Kitchener-Waterloo-Barrie,38.9
2014,73,Maintenance and equipment operation trades,3540,Kitchener-Waterloo-Barrie,24.1
2014,74,"Other installers, repairers and servicers and material handlers",3540,Kitchener-Waterloo-Barrie,9.8
2014,75,Transport and heavy equipment operation and related maintenance occupations,3540,Kitchener-Waterloo-Barrie,28.5
2014,76,"Trades helpers, construction labourers and related occupations",3540,Kitchener-Waterloo-Barrie,9.0
2014,08,"Natural resources, agriculture and related production occupations",3540,Kitchener-Waterloo-Barrie,11.8
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3540,Kitchener-Waterloo-Barrie,3.0
2014,84,"Workers in natural resources, agriculture and related production",3540,Kitchener-Waterloo-Barrie,3.5
2014,86,"Harvesting, landscaping and natural resources labourers",3540,Kitchener-Waterloo-Barrie,5.4
2014,09,Occupations in manufacturing and utilities,3540,Kitchener-Waterloo-Barrie,56.8
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3540,Kitchener-Waterloo-Barrie,9.2
2014,94,Processing and manufacturing machine operators and related production workers,3540,Kitchener-Waterloo-Barrie,21.9
2014,95,Assemblers in manufacturing,3540,Kitchener-Waterloo-Barrie,17.2
2014,96,"Labourers in processing, manufacturing and utilities",3540,Kitchener-Waterloo-Barrie,8.6
2014,,"Total employed, all occupations",3550,Hamilton-Niagara Peninsula,696.2
2014,00,Management occupations,3550,Hamilton-Niagara Peninsula,63.6
2014,00,Senior management occupations,3550,Hamilton-Niagara Peninsula,2.0
2014,06,Middle management occupations in retail and wholesale trade and customer services,3550,Hamilton-Niagara Peninsula,25.6
2014,01,"Business, finance and administration occupations",3550,Hamilton-Niagara Peninsula,105.0
2014,11,Professional occupations in business and finance,3550,Hamilton-Niagara Peninsula,20.4
2014,12,Administrative and financial supervisors and administrative occupations,3550,Hamilton-Niagara Peninsula,30.3
2014,13,"Finance, insurance and related business administrative occupations",3550,Hamilton-Niagara Peninsula,8.6
2014,14,Office support occupations,3550,Hamilton-Niagara Peninsula,30.7
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3550,Hamilton-Niagara Peninsula,15.0
2014,02,Natural and applied sciences and related occupations,3550,Hamilton-Niagara Peninsula,38.5
2014,21,Professional occupations in natural and applied sciences,3550,Hamilton-Niagara Peninsula,20.4
2014,22,Technical occupations related to natural and applied sciences,3550,Hamilton-Niagara Peninsula,18.1
2014,03,Health occupations,3550,Hamilton-Niagara Peninsula,50.5
2014,30,Professional occupations in nursing,3550,Hamilton-Niagara Peninsula,11.5
2014,31,Professional occupations in health (except nursing),3550,Hamilton-Niagara Peninsula,11.0
2014,32,Technical occupations in health,3550,Hamilton-Niagara Peninsula,15.0
2014,34,Assisting occupations in support of health services,3550,Hamilton-Niagara Peninsula,12.9
2014,04,"Occupations in education, law and social, community and government services",3550,Hamilton-Niagara Peninsula,70.3
2014,40,Professional occupations in education services,3550,Hamilton-Niagara Peninsula,28.8
2014,41,"Professional occupations in law and social, community and government services",3550,Hamilton-Niagara Peninsula,14.6
2014,42,"Paraprofessional occupations in legal, social, community and education services",3550,Hamilton-Niagara Peninsula,12.3
2014,43,Occupations in front-line public protection services,3550,Hamilton-Niagara Peninsula,5.9
2014,44,"Care providers and educational, legal and public protection support occupations",3550,Hamilton-Niagara Peninsula,8.7
2014,05,"Occupations in art, culture, recreation and sport",3550,Hamilton-Niagara Peninsula,18.1
2014,51,Professional occupations in art and culture,3550,Hamilton-Niagara Peninsula,7.4
2014,52,"Technical occupations in art, culture, recreation and sport",3550,Hamilton-Niagara Peninsula,10.7
2014,06,Sales and service occupations,3550,Hamilton-Niagara Peninsula,188.3
2014,62,Retail sales supervisors and specialized sales occupations,3550,Hamilton-Niagara Peninsula,24.8
2014,63,Service supervisors and specialized service occupations,3550,Hamilton-Niagara Peninsula,27.4
2014,64,Sales representatives and salespersons - wholesale and retail trade,3550,Hamilton-Niagara Peninsula,31.8
2014,65,Service representatives and other customer and personal services occupations,3550,Hamilton-Niagara Peninsula,37.3
2014,66,Sales support occupations,3550,Hamilton-Niagara Peninsula,23.7
2014,67,"Service support and other service occupations, n.e.c.",3550,Hamilton-Niagara Peninsula,43.3
2014,07,"Trades, transport and equipment operators and related occupations",3550,Hamilton-Niagara Peninsula,105.5
2014,72,"Industrial, electrical and construction trades",3550,Hamilton-Niagara Peninsula,38.3
2014,73,Maintenance and equipment operation trades,3550,Hamilton-Niagara Peninsula,26.3
2014,74,"Other installers, repairers and servicers and material handlers",3550,Hamilton-Niagara Peninsula,9.1
2014,75,Transport and heavy equipment operation and related maintenance occupations,3550,Hamilton-Niagara Peninsula,25.5
2014,76,"Trades helpers, construction labourers and related occupations",3550,Hamilton-Niagara Peninsula,6.4
2014,08,"Natural resources, agriculture and related production occupations",3550,Hamilton-Niagara Peninsula,12.4
