,Economic region code,Economic region name,Census division code,Census division name,Census subdivision code,Census subdivision name,Total Population,Total Private Dwellings,Population density (people/square km),Land area (square km),Total - Age groups,0-14 Years,15-64 Years,15-19 Years,20-24 Years,>=65,Average Age of Population,Median Age of Population,Total households by #/room,1 or fewer per room,>1 per room,Total households by housing suitability,Suitable housing,Unsuitable housing,Total owned and rented households >0 income,<30 percent of income spent on shelter,>=30 percent of income spent on shelter,30 - <100 percent of income spent on shelter,Total commuting duration,Commute <15 min,Commute 15-29 min,Commute 30-44 min,Commute 45-59 min,Commute >=60 min
217,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540010,Bluewater,7540,4882,18.1,416.7,7540,1095,4390,320,415,2055,46.6,52,3300,3295,10,3300,3235,70,3095,2610,485,440,2835,1165,945,265,155,315
218,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540025,Central Huron,7799,3917,17.4,449.43,7800,1255,4440,415,365,2105,45.5,48.8,3265,3265,0,3265,3225,45,2990,2575,415,390,2875,1255,990,315,90,225
219,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540028,Goderich,7881,3899,923.1,8.54,7880,1025,4340,370,365,2520,48.7,52.8,3670,3640,25,3670,3590,75,3660,2915,745,695,2740,1805,470,155,145,160
220,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540040,Huron East,9512,3912,14.2,669.15,9510,1830,5625,535,500,2060,41.9,41.6,3710,3665,40,3710,3575,130,3340,2905,435,410,3540,1280,1115,695,175,275
221,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540046,Howick,4045,1414,14.1,286.55,4045,1005,2390,305,240,650,37.4,35.2,1345,1290,55,1345,1245,95,1165,980,185,170,1360,345,580,175,115,150
222,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540050,Morris-Turnberry,3590,1283,9.5,376.89,3590,775,2025,240,220,785,41,40,1195,1165,25,1195,1155,35,1015,900,115,105,1315,565,315,255,110,70
223,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540055,North Huron,5052,2277,28.2,179.01,5050,845,3045,300,320,1160,43.1,44,2155,2130,25,2155,2090,70,2055,1705,350,330,2065,980,480,315,105,185
224,3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540063,Ashfield-Colborne-Wawanosh,5884,3149,10,586.88,5885,1045,3200,300,275,1635,45.2,51.2,2360,2325,35,2360,2315,40,2060,1795,265,240,1820,600,700,220,160,140
225,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541004,South Bruce,5880,2419,12.1,486.86,5880,1160,3560,345,305,1155,41.1,41.2,2280,2275,0,2280,2215,65,1910,1670,245,225,2335,835,740,380,210,180
226,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541015,Huron-Kinloss,7723,4107,17.5,440.73,7720,1465,4320,365,325,1940,43.8,46,3025,2995,30,3025,2970,55,2845,2430,420,365,2245,670,780,540,155,100
227,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541024,Kincardine,12268,6142,22.8,537.8,12270,2150,7205,550,515,2915,43.9,44.4,5160,5130,30,5160,5095,65,4940,4235,710,635,4010,1820,1530,440,85,130
228,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541032,Brockton,9784,4406,17.3,564.64,9785,1710,5785,525,460,2290,43.7,44.8,4035,4010,25,4035,3980,55,3685,3165,520,500,3725,1680,1010,590,250,205
229,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541043,Arran-Elderslie,6913,2998,15.1,458.76,6915,1390,3970,345,280,1550,42.2,42,2785,2760,20,2785,2710,70,2545,2035,510,480,2425,650,875,570,220,110
230,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541045,Saugeen Shores,15908,8548,93.5,170.19,15905,2535,9220,630,590,4155,45.2,46.8,6905,6880,20,6905,6790,115,6845,5895,950,880,5170,2140,1465,1190,265,120
231,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541055,South Bruce Peninsula,9137,7093,17.2,530.61,9135,1075,5035,335,335,3025,50.3,56.8,4150,4135,10,4150,4070,80,4015,3350,660,635,3025,910,925,660,275,245
232,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541056,Chief's Point No. 28,15,93,2.6,5.76,,,,,,,,,,,,,,,,,,,,,,,,
233,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541057,Saugeen 29,784,1389,18.9,41.42,785,140,510,50,60,135,40.9,43.2,315,310,0,315,280,40,0,0,0,0,225,135,40,25,10,10
234,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541060,Neyaashiinigmiing 27,580,296,9.1,63.76,580,95,365,30,30,125,43.1,44,245,240,10,245,220,25,0,0,0,0,155,85,20,10,10,25
235,3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541069,Northern Bruce Peninsula,4404,5101,5.7,775.7,4405,360,2240,125,125,1810,55.4,61.6,2205,2195,10,2205,2170,35,2155,1815,345,325,1140,550,250,210,65,60
236,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542004,West Grey,13131,5808,15,875.21,13130,2070,7735,675,590,3330,45.5,49.6,5285,5245,40,5285,5125,155,4880,4190,685,600,4885,1470,1590,720,410,695
237,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542005,Southgate,8716,3257,13.6,643.08,8715,1995,5425,530,540,1300,37.6,36,3015,2970,50,3015,2880,135,2710,2130,580,500,3015,765,810,565,245,625
238,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542015,Grey Highlands,10424,5337,11.9,879.03,10425,1830,6135,535,495,2460,44,46.8,4090,4075,20,4090,3995,95,3705,3010,695,610,3440,875,915,840,285,530
239,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542029,Hanover,7967,3788,814.6,9.78,7965,1155,4430,425,365,2380,46.9,49.2,3445,3435,10,3445,3340,100,3440,2750,695,660,2900,1645,540,245,290,175
240,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542037,Chatsworth,7080,3094,11.9,594.44,7080,1260,4265,390,345,1555,43.3,46,2700,2655,40,2700,2635,70,2505,2110,395,370,2485,490,1050,545,175,225
241,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542045,The Blue Mountains,9390,7396,33,284.65,9390,925,5250,325,365,3215,52.3,58.8,4350,4330,15,4350,4295,55,4255,3375,880,770,2295,915,700,320,80,265
242,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542047,Meaford,11485,5828,19.5,587.57,11485,1515,6370,455,480,3600,48.8,54.4,5035,5000,35,5035,4920,115,4820,3910,910,830,3620,1395,1120,725,165,215
243,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542053,Georgian Bluffs,11100,5269,18.5,599.96,11100,1580,6600,560,495,2920,46.5,51.2,4495,4480,10,4495,4425,70,4315,3835,480,435,4060,1310,1795,420,205,325
244,3580, Stratford-Bruce Peninsula,3542,"Grey, County (CTY)",3542059,Owen Sound,21612,10406,892.6,24.21,21615,3085,12660,1055,1090,5870,46.3,48,9895,9855,45,9895,9545,345,9865,7475,2395,2235,7625,4645,1500,785,250,455
245,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543003,Adjala-Tosorontio,10989,3995,29.6,371.53,10990,1695,7375,640,665,1915,42.9,46.4,3835,3810,30,3835,3705,135,3740,3085,655,555,4475,780,1280,855,660,900
246,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543005,Clearview,14814,6296,26.6,556.37,14815,2365,9515,790,860,2935,43,44.8,5570,5545,20,5570,5390,180,5385,4395,995,910,5965,1775,1745,1210,460,775
247,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543007,New Tecumseth,43948,16249,160.5,273.87,43945,8395,27670,2315,2115,7880,40.6,39.6,15850,15610,245,15850,15270,585,15750,12185,3565,3325,16605,4560,2845,3105,2575,3515
248,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543009,Springwater,21701,7845,40.5,535.85,21700,3905,14150,1480,1160,3645,41.2,43.2,7515,7485,30,7515,7340,170,7340,6150,1195,1060,8315,1910,3035,1705,600,1065
249,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543014,Bradford West Gwillimbury,42880,13907,213.7,200.68,42880,9185,28155,2445,2205,5535,37.8,37.6,13415,13040,375,13415,12705,715,13335,9770,3565,3305,15940,3430,3325,4445,2290,2450
250,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543015,Severn,14576,7073,27.9,523.06,14575,2085,9075,725,690,3420,45.4,49.6,5805,5755,50,5805,5645,160,5705,4940,765,655,5355,1425,1755,1135,345,695
251,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543017,Innisfil,43326,17528,165.1,262.39,43325,7550,28495,2500,2115,7275,41.3,42,15705,15525,180,15705,15125,585,15600,11820,3775,3425,16050,2755,4060,2785,2355,4095
252,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543019,Ramara,10377,6166,25,414.94,10375,1185,6310,485,465,2880,48.6,54.4,4410,4390,15,4410,4310,100,4310,3420,890,785,3495,695,1215,615,385,585
253,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543021,Essa,22970,8232,82.1,279.92,22970,4630,15615,1340,1215,2725,37.9,37.6,7950,7850,95,7950,7670,280,7810,6515,1300,1185,9320,2555,3255,1195,725,1590
254,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543023,Oro-Medonte,23017,9510,39.3,585.42,23020,3550,14535,1310,1115,4925,44.3,47.6,8635,8600,30,8635,8445,190,8440,7295,1145,995,8220,1555,3410,1605,545,1110
255,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543031,Collingwood,24811,13216,748.3,33.15,24810,3300,14080,1160,1060,7435,47.9,50.8,11170,11110,65,11170,10870,300,11150,8195,2960,2630,7770,4250,1765,695,405,650
256,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543042,Barrie,147829,57276,1493.1,99.01,147825,24745,99570,9090,10050,23515,40.2,39.2,55315,54695,620,55315,53025,2290,55155,40395,14760,13555,54965,19200,14775,7390,5580,8025
257,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543050,Chippewas of Rama First Nation,998,408,89.5,11.15,1000,170,700,60,65,140,39.5,38,375,365,10,375,350,25,0,0,0,0,305,190,60,25,15,20
258,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543052,Orillia,33411,15428,1171.1,28.53,33410,4645,20095,1605,1690,8670,45.8,46.8,14425,14340,85,14425,13925,500,14370,10535,3835,3535,10885,5615,2215,1520,590,945
259,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543064,Wasaga Beach,24862,13768,433,57.42,24860,2905,13340,985,920,8615,50.4,56.4,10810,10770,40,10810,10525,285,10780,8620,2155,1965,6960,1895,1980,1450,765,880
260,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543068,Tiny,12966,9699,38.7,335.05,12965,1550,7650,535,510,3770,48.9,55.2,5435,5410,20,5435,5320,120,5365,4515,855,730,4275,1120,1755,545,340,505
261,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543069,Christian Island 30,679,524,13.1,51.91,680,160,460,55,70,60,34.8,33.6,220,215,0,220,190,30,0,0,0,0,235,205,20,10,10,0
262,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543070,Christian Island 30A,30,14,424.3,0.07,,,,,,,,,,,,,,,,,,,,,,,,
263,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543071,Tay,11091,5301,80.5,137.86,11090,1550,6940,465,430,2605,45.6,49.2,4535,4510,20,4535,4395,145,4500,3695,800,755,3995,1165,1270,820,285,450
264,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543072,Penetanguishene,10077,4357,396.4,25.42,10075,1105,5995,440,490,2975,48.8,52,3975,3960,10,3975,3880,100,3960,3130,835,785,2985,1695,680,160,260,200
265,3540, Kitchener-Waterloo-Barrie,3543,"Simcoe, County (CTY)",3543074,Midland,17817,8295,504.3,35.33,17820,2375,10460,810,810,4980,47.1,50,7845,7780,70,7845,7635,215,7825,6015,1815,1665,5795,3400,955,490,435,510
266,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544002,Gravenhurst,13157,8271,26.9,489.11,13155,1505,7770,490,535,3880,49.1,53.6,5495,5455,35,5495,5320,175,5470,4360,1110,980,4300,1490,1355,780,305,380
267,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544018,Bracebridge,17305,9053,28.1,615.2,17305,2310,10145,805,770,4850,47.5,51.2,7235,7205,30,7235,7050,185,7190,5715,1475,1360,6130,2700,1650,1005,355,415
268,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544027,Lake of Bays,3759,4324,5.6,667.43,3760,355,2115,125,135,1295,52.2,58.4,1760,1750,10,1760,1735,25,1750,1455,300,265,1260,295,445,315,100,95
269,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544042,Huntsville,21147,11214,30,705.18,21145,2865,13020,1035,955,5255,46.3,49.6,8820,8755,60,8820,8585,230,8760,7120,1640,1495,7615,3190,2490,1090,360,485
270,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544053,Muskoka Lakes,7652,9443,9.9,774.46,7650,780,4465,265,330,2410,50.6,57.2,3530,3495,35,3530,3435,90,3495,2855,640,535,2660,715,880,660,180,220
271,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544065,Georgian Bay,3441,5175,6.6,525.29,3440,305,2000,95,135,1140,52.4,58.4,1660,1655,0,1660,1610,50,1645,1345,300,250,1045,245,260,260,150,135
272,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544071,Wahta Mohawk Territory,,,,59.66,,,,,,,,,,,,,,,,,,,,,,,,
273,3520, Muskoka-Kawarthas,3544,"Muskoka, District municipality (DM)",3544073,Moose Point 79,213,80,67.9,3.14,210,55,130,20,15,25,34.2,33.2,75,75,10,75,65,15,,,,,45,40,0,0,10,0
274,3520, Muskoka-Kawarthas,3546,"Haliburton, County (CTY)",3546005,Highlands East,3830,4430,5.6,688.18,3830,330,2225,140,115,1275,52.7,58.8,1875,1860,15,1875,1820,50,1850,1510,340,300,895,180,390,180,60,90
275,3520, Muskoka-Kawarthas,3546,"Haliburton, County (CTY)",3546015,Minden Hills,6971,6019,8.2,847.37,6975,730,3820,230,215,2420,52,58.8,3230,3195,35,3230,3145,80,3195,2730,465,450,2150,705,865,310,50,225
276,3520, Muskoka-Kawarthas,3546,"Haliburton, County (CTY)",3546018,Algonquin Highlands,2588,3325,2.6,999.69,2585,200,1400,50,75,990,55,60.4,1270,1270,0,1270,1255,15,1270,1070,195,170,695,205,260,140,15,75
277,3520, Muskoka-Kawarthas,3546,"Haliburton, County (CTY)",3546024,Dysart et al,7182,7298,4.9,1474.22,7180,655,3960,265,275,2565,52.7,59.2,3345,3320,20,3345,3290,50,3330,2780,550,485,2260,1060,630,285,85,195
278,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547002,Arnprior,9629,4458,738.5,13.04,9630,1515,5500,415,365,2615,46,48,4305,4295,15,4305,4195,110,4290,3465,820,790,3125,1210,485,705,470,250
279,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547003,McNab/Braeside,7591,3235,29.7,255.28,7590,1135,4790,395,345,1670,44.5,48,3035,3035,0,3035,2940,95,2975,2655,320,285,3075,845,790,640,435,370
280,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547008,Greater Madawaska,2864,2251,2.8,1018.15,2860,265,1665,100,100,930,52.2,58.8,1345,1335,0,1345,1310,35,1335,1115,220,190,860,170,200,200,90,205
281,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547020,Brudenell,1552,998,2.2,701.29,1550,175,920,85,55,460,49.8,55.6,690,680,10,690,650,35,655,590,65,65,440,120,100,105,30,80
282,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547030,Madawaska Valley,3927,2541,5.9,665.83,3930,415,2125,170,170,1390,52,58.4,1715,1700,10,1715,1690,25,1695,1430,265,260,1185,465,425,120,50,120
283,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547033,Killaloe,2410,1559,6.2,391.6,2410,310,1375,130,115,725,48.4,54,1105,1095,10,1105,1090,20,1080,955,125,115,770,210,215,155,110,85
284,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547035,Bonnechere Valley,3898,2320,6.6,588.36,3895,510,2210,200,160,1180,48.5,54.4,1735,1725,15,1735,1695,45,1680,1410,265,260,1250,295,265,375,125,185
285,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547037,Pikwakanagan (Golden Lake 39),490,191,66.4,7.38,490,110,305,30,30,75,38.6,38.4,180,180,0,180,170,15,0,0,0,0,140,80,25,20,0,10
286,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547043,Admaston/Bromley,2995,1305,5.8,519.59,2995,550,1845,185,155,595,42.3,45.2,1135,1125,15,1135,1105,30,1000,925,75,60,1175,405,380,205,65,125
287,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547046,Horton,3182,1486,20.1,158.02,3180,465,1990,180,145,725,45.2,48.8,1290,1285,0,1290,1280,10,1260,1105,155,145,1295,545,390,110,105,145
288,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547048,Renfrew,8190,4117,639.3,12.81,8190,995,4570,380,360,2630,49.4,54,3955,3940,10,3955,3850,100,3950,3175,780,750,2630,1490,450,250,165,270
289,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547056,Whitewater Region,7225,3470,13.5,535.48,7225,1240,4305,370,295,1685,44.4,47.6,2910,2880,25,2910,2835,75,2720,2360,360,350,2650,600,1000,605,215,225
290,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547064,Pembroke,14364,6888,1002.8,14.32,14365,2025,8525,665,795,3815,45.9,46.4,6540,6505,40,6540,6320,220,6530,5075,1450,1360,4660,2570,1245,500,190,160
291,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547070,North Algona Wilberforce,3111,1757,8.4,369.23,3110,440,1885,140,130,785,46.7,52,1295,1295,0,1295,1280,20,1230,1090,145,145,1100,215,350,320,115,105
292,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547075,Laurentian Valley,9450,3877,17.5,539.08,9450,1545,5955,525,460,1950,43.3,45.6,3715,3700,10,3715,3650,70,3630,3285,340,330,3660,1440,1400,445,230,145
293,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547076,Petawawa,18160,7174,110.3,164.7,18160,3955,12485,915,1365,1715,34.1,32,6760,6725,35,6760,6630,135,6745,6170,575,550,7265,4040,2475,545,75,125
294,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547090,Laurentian Hills,2885,1393,4.5,634.31,2885,515,1830,110,135,545,42.1,42,1250,1235,15,1250,1235,15,1250,1115,140,140,1085,370,490,150,45,35
295,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547096,Deep River,4175,1981,83,50.27,4175,675,2405,205,170,1100,45.6,47.6,1865,1860,0,1865,1850,15,1855,1670,185,165,1205,455,455,215,45,40
296,3515, Kingston-Pembroke,3547,"Renfrew, County (CTY)",3547098,Head,267,133,0.4,719.2,270,20,140,10,5,105,54.6,60,115,115,0,115,110,0,,,,,40,15,10,0,0,10
297,3590, Northeast,3548,"Nipissing, District (DIS)",3548001,South Algonquin,1055,894,1.2,867.73,1055,75,615,30,30,365,54.1,59.6,525,525,0,525,525,10,530,455,70,70,315,150,80,35,35,20
298,3590, Northeast,3548,"Nipissing, District (DIS)",3548013,Papineau-Cameron,982,495,1.7,564.23,980,135,605,50,30,245,47.2,52.4,425,425,0,425,425,0,420,375,45,35,350,175,50,15,70,40
299,3590, Northeast,3548,"Nipissing, District (DIS)",3548019,Mattawan,153,102,0.8,200.12,155,20,85,10,5,45,47.6,53.2,70,70,0,70,70,0,,,,,30,10,10,0,0,10
300,3590, Northeast,3548,"Nipissing, District (DIS)",3548021,Mattawa,1881,929,513.1,3.67,1880,260,1095,65,60,530,48.5,53.6,855,850,0,855,830,25,855,670,185,180,545,390,50,20,45,25
301,3590, Northeast,3548,"Nipissing, District (DIS)",3548022,Calvin,557,263,4,140.13,555,90,350,25,25,115,44.7,50,225,225,0,225,225,0,215,185,35,25,180,30,60,50,35,10
302,3590, Northeast,3548,"Nipissing, District (DIS)",3548027,Bonfield,2146,1080,10.4,206.22,2145,330,1390,95,90,435,44.2,48,890,885,10,890,855,30,880,760,115,105,755,75,305,315,35,30
303,3590, Northeast,3548,"Nipissing, District (DIS)",3548031,Chisholm,1312,614,6.4,205.77,1315,250,800,70,35,265,42.6,44.8,510,505,0,510,490,15,500,420,85,70,445,65,130,190,50,15
304,3590, Northeast,3548,"Nipissing, District (DIS)",3548034,East Ferris,4946,2172,32.6,151.94,4945,775,3145,260,190,1030,44.6,48,1890,1890,0,1890,1875,20,1880,1625,255,235,1815,385,1000,330,50,60
305,3590, Northeast,3548,"Nipissing, District (DIS)",3548044,North Bay,52662,25077,166.9,315.53,52660,7600,33630,2790,3425,11430,43.6,44,23470,23335,130,23470,22755,715,23405,18475,4925,4610,18170,10910,5315,1035,375,540
306,3590, Northeast,3548,"Nipissing, District (DIS)",3548055,West Nipissing / Nipissing Ouest,14583,7252,7.5,1956.27,14580,2090,8645,680,650,3850,47,51.2,6415,6375,40,6415,6275,145,6290,5045,1250,1205,4470,2080,800,765,260,570
307,3590, Northeast,3548,"Nipissing, District (DIS)",3548069,Temagami,862,928,0.5,1878.12,860,60,485,25,25,315,55.2,61.2,430,430,0,430,420,15,435,365,65,50,240,100,35,60,30,20
308,3590, Northeast,3548,"Nipissing, District (DIS)",3548072,Bear Island 1,244,103,84.7,2.88,245,75,125,20,15,40,31.6,26.6,85,75,0,85,75,15,,,,,50,40,10,0,0,0
309,3590, Northeast,3548,"Nipissing, District (DIS)",3548073,Nipissing 10,1640,773,26.9,60.87,1640,270,1055,70,70,320,43.3,46,705,695,10,705,680,25,0,0,0,0,480,150,175,115,15,30
310,3590, Northeast,3548,"Nipissing, District (DIS)",3548091,Nipissing,102,337,0,6711.51,100,10,50,5,0,40,55.2,60,30,30,0,30,30,0,,,,,20,10,10,0,0,0
311,3590, Northeast,3548,"Nipissing, District (DIS)",3548094,Nipissing,1591,955,0.4,3721.2,1590,170,1020,75,40,400,49.1,54.8,730,725,0,730,725,0,730,655,70,70,585,145,205,140,60,35
312,3590, Northeast,3549,"Parry Sound, District (DIS)",3549003,Seguin,5280,4827,9,586.99,5280,555,3220,275,235,1505,49.1,54.8,2135,2130,0,2135,2085,50,2110,1785,330,290,1740,575,665,310,60,145
313,3590, Northeast,3549,"Parry Sound, District (DIS)",3549005,The Archipelago,979,2863,1.7,592.14,980,70,550,35,30,360,55.1,60.4,500,500,0,500,500,0,490,425,70,60,360,135,120,65,20,10
314,3590, Northeast,3549,"Parry Sound, District (DIS)",3549012,McMurrich/Monteith,907,735,3.3,275.26,905,95,535,30,30,280,50.1,57.6,415,415,0,415,400,15,420,330,85,85,300,40,80,125,35,20
315,3590, Northeast,3549,"Parry Sound, District (DIS)",3549014,Perry,2650,1710,14.2,186.34,2650,385,1585,90,85,680,46.7,51.6,1145,1135,10,1145,1110,35,1135,965,165,155,955,150,460,205,75,65
316,3590, Northeast,3549,"Parry Sound, District (DIS)",3549018,Kearney,974,1195,1.8,528.21,975,85,585,25,25,300,52.2,58.4,460,460,0,460,450,10,455,385,70,70,290,55,55,115,30,30
317,3590, Northeast,3549,"Parry Sound, District (DIS)",3549019,Armour,1459,1087,8.9,163.52,1460,170,825,45,30,465,50.5,56.8,665,655,10,665,645,20,665,560,100,100,440,120,130,120,20,50
318,3590, Northeast,3549,"Parry Sound, District (DIS)",3549022,Burk's Falls,957,523,310,3.09,955,150,575,40,40,225,44.5,45.2,465,445,20,465,450,20,460,370,90,85,390,170,85,90,10,35
319,3590, Northeast,3549,"Parry Sound, District (DIS)",3549024,Ryerson,745,555,4,185.93,745,85,440,30,25,225,49.1,54.8,350,345,0,350,325,30,330,270,65,50,245,30,55,70,60,30
320,3590, Northeast,3549,"Parry Sound, District (DIS)",3549028,McKellar,1419,1515,8.1,176.07,1420,100,785,40,40,530,54.8,60.4,690,690,0,690,690,0,675,580,95,85,400,60,175,105,10,55
321,3590, Northeast,3549,"Parry Sound, District (DIS)",3549031,McDougall,2744,1673,10.4,264.02,2740,375,1605,140,95,760,47.3,52,1155,1155,0,1155,1130,25,1150,995,160,130,1135,520,410,120,35,55
322,3590, Northeast,3549,"Parry Sound, District (DIS)",3549032,Parry Sound,6879,3518,524.9,13.1,6880,805,3870,285,315,2205,49.4,53.2,3195,3140,55,3195,3030,170,3190,2280,905,855,2425,1620,400,175,115,110
323,3590, Northeast,3549,"Parry Sound, District (DIS)",3549036,Carling,1491,1761,6.1,244.32,1495,145,870,45,55,475,51.7,58,695,690,0,695,690,10,695,615,80,80,550,95,290,95,15,55
324,3590, Northeast,3549,"Parry Sound, District (DIS)",3549039,Whitestone,1075,1427,1.2,923.7,1075,85,580,15,15,410,56.1,61.6,550,550,0,550,540,10,530,435,95,85,300,95,40,100,45,20
325,3590, Northeast,3549,"Parry Sound, District (DIS)",3549043,Magnetawan,1753,1717,3.3,526.31,1755,175,965,65,50,615,52.6,59.2,825,825,0,825,795,30,800,675,125,95,405,135,130,45,65,35
326,3590, Northeast,3549,"Parry Sound, District (DIS)",3549046,Strong,1566,953,9.9,158.88,1565,210,875,70,55,485,48.5,54.8,660,645,15,660,630,30,635,515,120,115,465,160,130,35,50,90
327,3590, Northeast,3549,"Parry Sound, District (DIS)",3549048,Sundridge,938,458,417.7,2.25,940,140,475,40,30,330,49.5,54.4,440,440,0,440,435,0,440,370,75,75,255,120,45,40,30,20
328,3590, Northeast,3549,"Parry Sound, District (DIS)",3549051,Joly,293,155,1.5,193.95,290,40,160,10,10,95,48.2,54.8,110,110,0,110,105,0,,,,,65,45,10,0,0,0
329,3590, Northeast,3549,"Parry Sound, District (DIS)",3549054,Machar,969,875,5.3,182.65,970,95,515,40,20,360,53.1,59.6,475,465,0,475,465,10,470,440,30,20,315,110,60,50,40,55
330,3590, Northeast,3549,"Parry Sound, District (DIS)",3549056,South River,1101,510,268,4.11,1100,155,650,60,40,295,46,49.2,480,480,0,480,470,15,475,400,80,75,350,185,60,30,55,20
331,3590, Northeast,3549,"Parry Sound, District (DIS)",3549060,Powassan,3346,1381,15,223.26,3345,525,1915,150,110,905,46.8,50.4,1330,1320,10,1330,1315,15,1295,1130,165,160,1140,285,375,415,40,20
332,3590, Northeast,3549,"Parry Sound, District (DIS)",3549066,Callander,3964,1758,38.5,102.98,3965,565,2460,210,145,940,46.1,50.4,1640,1635,0,1640,1605,30,1630,1410,225,205,1485,425,825,180,20,30
333,3590, Northeast,3549,"Parry Sound, District (DIS)",3549071,Nipissing,1769,1012,4.6,387.95,1770,220,1060,80,55,495,48.9,54.8,735,730,0,735,720,15,720,605,115,95,560,100,180,200,45,40
